id;settings;time;tree
307;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_2_partition_2', 'test-file': 'test/generated_dataset_01000_1_50_2_partition_2', 'core-file': 'generated_dataset_01000_1_50_2'};5.957;[lambda x: x['F4'] == 'Z',[lambda x: x['F1'] > 0.3832933098492941,[lambda x: x['F2'] > 0.7473549865780391,[3.027915],[0.615423]],[lambda x: x['F1'] > 0.8547708759630215,[0.890655],[0.460605]]],[lambda x: x["F3"],[lambda x: x['F0'] > 0.7314361518620448,[1.282252],[0.241453]],[lambda x: x['F0'] > 0.6417632808975833,[0.64202],[1.647385]]]]
308;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_2_partition_3', 'test-file': 'test/generated_dataset_01000_1_50_2_partition_3', 'core-file': 'generated_dataset_01000_1_50_2'};6.73;[lambda x: x['F2'] > 0.6434633805105274,[lambda x: x['F4'] == 'Z',[lambda x: x['F1'] > 0.3832933098492941,[lambda x: x['F0'] > 0.9373699987259552,[3.30321],[77.027302]],[0.717001]],[lambda x: x['F0'] > 0.7314361518620448,[0.931224],[lambda x: x["F3"],[0.086147],[1.964356]]]],[lambda x: x['F0'] > 0.13753021255570963,[0.207821],[lambda x: x['F5'] == 'C',[0.746393],[1.855204]]]]
309;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_2_partition_4', 'test-file': 'test/generated_dataset_01000_1_50_2_partition_4', 'core-file': 'generated_dataset_01000_1_50_2'};6.784;[lambda x: x['F2'] > 0.6434633805105274,[lambda x: x['F4'] == 'Z',[lambda x: x['F1'] > 0.3832933098492941,[lambda x: x['F0'] > 0.9373699987259552,[3.265991],[26.905057]],[0.73897]],[lambda x: x['F0'] > 0.7314361518620448,[0.98976],[lambda x: x["F3"],[0.144917],[2.130251]]]],[lambda x: x['F0'] > 0.13753021255570963,[0.255755],[0.861511]]]
310;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_3_partition_0', 'test-file': 'test/generated_dataset_01000_1_50_3_partition_0', 'core-file': 'generated_dataset_01000_1_50_3'};6.255;[lambda x: x['F0'] > 0.45541383386977696,[0.696541],[lambda x: x['F1'] > 0.2567606694308575,[lambda x: x['F4'] == 'Y',[2.622932],[0.785132]],[lambda x: x['F5'] == 'E',[1.030746],[4.013577]]]]
311;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_3_partition_1', 'test-file': 'test/generated_dataset_01000_1_50_3_partition_1', 'core-file': 'generated_dataset_01000_1_50_3'};6.156;[lambda x: x['F0'] > 0.45541383386977696,[0.731187],[lambda x: x['F1'] > 0.2567606694308575,[lambda x: x['F4'] == 'Y',[2.403881],[0.687856]],[lambda x: x['F5'] == 'E',[0.997815],[4.352269]]]]
312;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_3_partition_2', 'test-file': 'test/generated_dataset_01000_1_50_3_partition_2', 'core-file': 'generated_dataset_01000_1_50_3'};6.131;[lambda x: x['F0'] > 0.45541383386977696,[0.757702],[lambda x: x['F1'] > 0.2567606694308575,[lambda x: x['F4'] == 'Y',[2.149779],[0.634023]],[lambda x: x['F5'] == 'E',[0.986219],[3.988563]]]]
313;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_3_partition_3', 'test-file': 'test/generated_dataset_01000_1_50_3_partition_3', 'core-file': 'generated_dataset_01000_1_50_3'};6.606;[lambda x: x['F4'] == 'Y',[lambda x: x['F0'] > 0.45541383386977696,[0.702343],[lambda x: x['F5'] == 'E',[lambda x: x['F1'] > 0.3639274962247223,[1.878073],[0.921803]],[5.244293]]],[0.905605]]
314;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_3_partition_4', 'test-file': 'test/generated_dataset_01000_1_50_3_partition_4', 'core-file': 'generated_dataset_01000_1_50_3'};6.125;[lambda x: x['F0'] > 0.45541383386977696,[0.758701],[lambda x: x['F1'] > 0.2567606694308575,[lambda x: x['F4'] == 'Y',[2.12545],[0.547631]],[lambda x: x['F5'] == 'E',[1.015178],[4.611773]]]]
315;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_4_partition_0', 'test-file': 'test/generated_dataset_01000_1_50_4_partition_0', 'core-file': 'generated_dataset_01000_1_50_4'};6.297;[lambda x: x["F3"],[0.957402],[lambda x: x['F1'] > 0.9542827922355615,[lambda x: x['F2'] > 0.05095344591085649,[0.06271],[1.062695]],[3.069078]]]
316;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_4_partition_1', 'test-file': 'test/generated_dataset_01000_1_50_4_partition_1', 'core-file': 'generated_dataset_01000_1_50_4'};6.473;[lambda x: x['F5'] == 'A',[lambda x: x['F2'] > 0.23063036549937704,[lambda x: x['F0'] > 0.4599050755669275,[0.484749],[1.489605]],[lambda x: x["F3"],[0.893878],[1.317448]]],[lambda x: x['F0'] > 0.3472344379437398,[lambda x: x['F4'] == 'X',[2.20065],[0.651668]],[lambda x: x['F0'] > 0.4599050755669275,[0.042228],[0.802849]]]]
317;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_4_partition_2', 'test-file': 'test/generated_dataset_01000_1_50_4_partition_2', 'core-file': 'generated_dataset_01000_1_50_4'};6.882;[lambda x: x['F2'] > 0.05095344591085649,[lambda x: x["F3"],[2.408968],[0.137918]],[lambda x: x["F3"],[0.939191],[lambda x: x['F0'] > 0.2549553500713838,[lambda x: x['F2'] > 0.14247018391807126,[0.055524],[1.367106]],[lambda x: x['F0'] > 0.4599050755669275,[0.496794],[1.393484]]]]]
318;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_4_partition_3', 'test-file': 'test/generated_dataset_01000_1_50_4_partition_3', 'core-file': 'generated_dataset_01000_1_50_4'};6.314;[lambda x: x['F0'] > 0.3472344379437398,[lambda x: x['F5'] == 'E',[lambda x: x['F2'] > 0.14247018391807126,[0.459031],[1.387109]],[0.344731]],[lambda x: x["F3"],[lambda x: x['F2'] > 0.05095344591085649,[2.863061],[0.84626]],[lambda x: x['F0'] > 0.4599050755669275,[0.262712],[1.349711]]]]
319;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_50_4_partition_4', 'test-file': 'test/generated_dataset_01000_1_50_4_partition_4', 'core-file': 'generated_dataset_01000_1_50_4'};6.194;[lambda x: x["F3"],[0.970891],[lambda x: x['F1'] > 0.9542827922355615,[lambda x: x['F2'] > 0.05095344591085649,[0.038369],[1.044247]],[2.635006]]]
320;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_0_partition_0', 'test-file': 'test/generated_dataset_01000_1_80_0_partition_0', 'core-file': 'generated_dataset_01000_1_80_0'};4.909;[lambda x: x['F4'] == 'Z',[lambda x: x['F1'] > 0.45316948351508224,[0.474997],[lambda x: x['F2'] > 0.938419613708602,[0.008325],[1.138938]]],[lambda x: x['F0'] > 0.9536565956478433,[lambda x: x['F1'] > 0.3536483469138378,[0.632676],[5.475257]],[0.315353]]]
321;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_0_partition_1', 'test-file': 'test/generated_dataset_01000_1_80_0_partition_1', 'core-file': 'generated_dataset_01000_1_80_0'};5.147;[lambda x: x['F1'] > 0.3536483469138378,[0.540959],[lambda x: x['F4'] == 'Z',[0.118732],[5.066852]]]
322;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_0_partition_2', 'test-file': 'test/generated_dataset_01000_1_80_0_partition_2', 'core-file': 'generated_dataset_01000_1_80_0'};4.914;[lambda x: x['F2'] > 0.938419613708602,[lambda x: x['F1'] > 0.3536483469138378,[0.540131],[lambda x: x['F4'] == 'Z',[0.040287],[5.737897]]],[1.145973]]
323;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_0_partition_3', 'test-file': 'test/generated_dataset_01000_1_80_0_partition_3', 'core-file': 'generated_dataset_01000_1_80_0'};4.908;[lambda x: x['F1'] > 0.3536483469138378,[0.582419],[lambda x: x['F2'] > 0.938419613708602,[lambda x: x['F4'] == 'Z',[0.080341],[5.362287]],[1.415749]]]
324;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_0_partition_4', 'test-file': 'test/generated_dataset_01000_1_80_0_partition_4', 'core-file': 'generated_dataset_01000_1_80_0'};4.975;[lambda x: x['F2'] > 0.938419613708602,[lambda x: x['F4'] == 'Z',[lambda x: x['F1'] > 0.45316948351508224,[0.449961],[0.016437]],[lambda x: x['F1'] > 0.3536483469138378,[0.497887],[5.906636]]],[lambda x: x['F1'] > 0.45316948351508224,[lambda x: x["F3"],[3.594783],[0.183701]],[lambda x: x['F0'] > 0.15406250149374479,[11.640062],[0.259173]]]]
325;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_1_partition_0', 'test-file': 'test/generated_dataset_01000_1_80_1_partition_0', 'core-file': 'generated_dataset_01000_1_80_1'};5.931;[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14603006253739104,[lambda x: x['F4'] == 'Z',[4.418098],[0.115027]],[0.556273]],[lambda x: x['F2'] > 0.44905479275633,[1.73633],[lambda x: x["F3"],[3.542424],[0.070536]]]]
326;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_1_partition_1', 'test-file': 'test/generated_dataset_01000_1_80_1_partition_1', 'core-file': 'generated_dataset_01000_1_80_1'};5.79;[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14603006253739104,[lambda x: x['F4'] == 'Z',[4.285452],[0.110977]],[lambda x: x['F5'] == 'D',[0.46115],[1.238439]]],[lambda x: x['F2'] > 0.358376594461327,[lambda x: x['F5'] == 'B',[1.089426],[4.264417]],[lambda x: x["F3"],[3.275483],[0.056553]]]]
327;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_1_partition_2', 'test-file': 'test/generated_dataset_01000_1_80_1_partition_2', 'core-file': 'generated_dataset_01000_1_80_1'};5.331;[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14603006253739104,[lambda x: x['F4'] == 'Y',[0.053175],[4.851065]],[0.56949]],[lambda x: x['F2'] > 0.44905479275633,[1.614913],[lambda x: x["F3"],[4.153367],[0.069463]]]]
328;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_1_partition_3', 'test-file': 'test/generated_dataset_01000_1_80_1_partition_3', 'core-file': 'generated_dataset_01000_1_80_1'};5.494;[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14603006253739104,[lambda x: x['F4'] == 'Z',[4.231914],[0.101542]],[lambda x: x['F5'] == 'D',[0.475443],[1.413262]]],[lambda x: x['F2'] > 0.44905479275633,[1.588897],[lambda x: x["F3"],[4.199367],[0.034034]]]]
329;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_1_partition_4', 'test-file': 'test/generated_dataset_01000_1_80_1_partition_4', 'core-file': 'generated_dataset_01000_1_80_1'};5.456;[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.14603006253739104,[lambda x: x['F4'] == 'Z',[4.918151],[0.102005]],[lambda x: x['F5'] == 'D',[0.425584],[1.425284]]],[lambda x: x['F2'] > 0.358376594461327,[lambda x: x['F5'] == 'B',[1.069811],[6.586219]],[lambda x: x["F3"],[3.483411],[0.163579]]]]
330;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_2_partition_0', 'test-file': 'test/generated_dataset_01000_1_80_2_partition_0', 'core-file': 'generated_dataset_01000_1_80_2'};5.778;[lambda x: x['F1'] > 0.44233429490890447,[lambda x: x['F4'] == 'X',[0.630586],[3.096017]],[lambda x: x['F0'] > 0.2537775995584645,[lambda x: x["F3"],[0.07667],[1.999107]],[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'X',[0.097769],[0.725411]],[lambda x: x['F0'] > 0.4501538888907188,[0.132489],[6.049787]]]]]
331;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_2_partition_1', 'test-file': 'test/generated_dataset_01000_1_80_2_partition_1', 'core-file': 'generated_dataset_01000_1_80_2'};5.777;[lambda x: x['F1'] > 0.44233429490890447,[lambda x: x['F4'] == 'X',[0.66581],[3.050792]],[lambda x: x['F0'] > 0.2537775995584645,[lambda x: x["F3"],[0.037349],[1.777594]],[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'X',[0.049321],[0.57785]],[lambda x: x['F0'] > 0.4501538888907188,[0.177978],[7.837167]]]]]
332;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_2_partition_2', 'test-file': 'test/generated_dataset_01000_1_80_2_partition_2', 'core-file': 'generated_dataset_01000_1_80_2'};5.901;[lambda x: x['F1'] > 0.44233429490890447,[lambda x: x['F4'] == 'X',[0.654231],[2.97094]],[lambda x: x['F0'] > 0.2537775995584645,[lambda x: x["F3"],[0.07659],[1.918462]],[lambda x: x['F0'] > 0.4501538888907188,[0.024081],[lambda x: x['F5'] == 'E',[0.379415],[6.379072]]]]]
333;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_2_partition_3', 'test-file': 'test/generated_dataset_01000_1_80_2_partition_3', 'core-file': 'generated_dataset_01000_1_80_2'};5.9;[lambda x: x['F1'] > 0.44233429490890447,[lambda x: x['F4'] == 'X',[0.603844],[lambda x: x['F5'] == 'A',[3.535245],[1.056838]]],[lambda x: x['F0'] > 0.4501538888907188,[lambda x: x["F3"],[0.043421],[lambda x: x['F0'] > 0.2537775995584645,[2.451828],[0.101612]]],[lambda x: x['F5'] == 'E',[0.33079],[6.155729]]]]
334;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_2_partition_4', 'test-file': 'test/generated_dataset_01000_1_80_2_partition_4', 'core-file': 'generated_dataset_01000_1_80_2'};6.019;[lambda x: x['F1'] > 0.44233429490890447,[lambda x: x['F4'] == 'Z',[lambda x: x['F4'] == 'X',[0.360327],[3.104446]],[0.908507]],[lambda x: x['F0'] > 0.4501538888907188,[lambda x: x["F3"],[0.041305],[lambda x: x['F0'] > 0.2537775995584645,[2.463366],[0.102307]]],[lambda x: x['F5'] == 'E',[0.323557],[5.955297]]]]
335;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_3_partition_0', 'test-file': 'test/generated_dataset_01000_1_80_3_partition_0', 'core-file': 'generated_dataset_01000_1_80_3'};5.31;[lambda x: x['F2'] > 0.5774308767339308,[lambda x: x['F1'] > 0.25555719396220666,[lambda x: x['F1'] > 0.15933690465923744,[0.03333],[3.428413]],[lambda x: x['F0'] > 0.746217099687936,[1.888277],[0.237856]]],[lambda x: x['F2'] > 0.6770077448787525,[lambda x: x['F0'] > 0.9451415630618301,[1.35417],[24.126894]],[lambda x: x['F5'] == 'E',[0.379808],[1.350499]]]]
336;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_3_partition_1', 'test-file': 'test/generated_dataset_01000_1_80_3_partition_1', 'core-file': 'generated_dataset_01000_1_80_3'};5.294;[lambda x: x['F2'] > 0.5774308767339308,[lambda x: x['F1'] > 0.25555719396220666,[lambda x: x['F1'] > 0.15933690465923744,[0.074853],[3.507649]],[lambda x: x['F0'] > 0.746217099687936,[1.827669],[0.138545]]],[lambda x: x['F0'] > 0.9451415630618301,[lambda x: x['F2'] > 0.7709809121340856,[1.03982],[0.435538]],[lambda x: x['F2'] > 0.6770077448787525,[23.478307],[0.421352]]]]
337;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_3_partition_2', 'test-file': 'test/generated_dataset_01000_1_80_3_partition_2', 'core-file': 'generated_dataset_01000_1_80_3'};5.211;[lambda x: x['F2'] > 0.7709809121340856,[lambda x: x['F1'] > 0.15933690465923744,[lambda x: x['F2'] > 0.5774308767339308,[0.061787],[1.140636]],[lambda x: x['F0'] > 0.8561703493670325,[1.646037],[0.064845]]],[lambda x: x['F1'] > 0.7399475100055459,[lambda x: x['F4'] == 'X',[0.614752],[0.053923]],[lambda x: x['F5'] == 'E',[0.049328],[4.806169]]]]
338;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_3_partition_3', 'test-file': 'test/generated_dataset_01000_1_80_3_partition_3', 'core-file': 'generated_dataset_01000_1_80_3'};5.618;[lambda x: x['F2'] > 0.5774308767339308,[lambda x: x['F1'] > 0.15933690465923744,[0.061494],[lambda x: x['F0'] > 0.746217099687936,[2.035197],[0.314251]]],[lambda x: x['F2'] > 0.7709809121340856,[1.13129],[lambda x: x['F5'] == 'E',[0.317085],[1.758568]]]]
339;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_3_partition_4', 'test-file': 'test/generated_dataset_01000_1_80_3_partition_4', 'core-file': 'generated_dataset_01000_1_80_3'};5.322;[lambda x: x['F2'] > 0.5774308767339308,[lambda x: x['F1'] > 0.15933690465923744,[0.062725],[lambda x: x['F0'] > 0.746217099687936,[2.035875],[0.30523]]],[0.722172]]
340;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_4_partition_0', 'test-file': 'test/generated_dataset_01000_1_80_4_partition_0', 'core-file': 'generated_dataset_01000_1_80_4'};6.19;[lambda x: x['F0'] > 0.7490689414875606,[lambda x: x["F3"],[lambda x: x['F1'] > 0.4586711228178784,[lambda x: x['F2'] > 0.36606655616845607,[0.778036],[3.869864]],[lambda x: x['F2'] > 0.7396160006560935,[0.727892],[2.608857]]],[lambda x: x['F5'] == 'D',[0.313981],[1.742377]]],[lambda x: x['F2'] > 0.4610254137893408,[lambda x: x['F1'] > 0.9528848749355501,[1.579145],[lambda x: x['F4'] == 'X',[1.191357],[399.62457]]],[lambda x: x['F2'] > 0.9464982402071356,[0.16917],[3.042262]]]]
341;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_4_partition_1', 'test-file': 'test/generated_dataset_01000_1_80_4_partition_1', 'core-file': 'generated_dataset_01000_1_80_4'};7.093;[lambda x: x['F0'] > 0.7490689414875606,[lambda x: x["F3"],[lambda x: x['F2'] > 0.36606655616845607,[0.549797],[lambda x: x['F1'] > 0.4586711228178784,[4.111176],[1.175336]]],[lambda x: x['F5'] == 'D',[0.315684],[2.067534]]],[lambda x: x['F2'] > 0.36606655616845607,[lambda x: x['F5'] == 'C',[1.099471],[5.976907]],[0.449154]]]
342;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_4_partition_2', 'test-file': 'test/generated_dataset_01000_1_80_4_partition_2', 'core-file': 'generated_dataset_01000_1_80_4'};6.529;[lambda x: x['F0'] > 0.7490689414875606,[lambda x: x["F3"],[lambda x: x['F1'] > 0.4586711228178784,[lambda x: x['F2'] > 0.36606655616845607,[0.761767],[3.817704]],[lambda x: x['F2'] > 0.7396160006560935,[0.659214],[2.396966]]],[lambda x: x['F5'] == 'D',[0.296183],[2.31105]]],[lambda x: x['F2'] > 0.36606655616845607,[1.801469],[0.369295]]]
343;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_4_partition_3', 'test-file': 'test/generated_dataset_01000_1_80_4_partition_3', 'core-file': 'generated_dataset_01000_1_80_4'};6.082;[lambda x: x['F0'] > 0.7490689414875606,[lambda x: x["F3"],[lambda x: x['F1'] > 0.4586711228178784,[lambda x: x['F2'] > 0.36606655616845607,[0.742515],[3.807679]],[lambda x: x['F2'] > 0.7396160006560935,[0.719748],[2.619784]]],[lambda x: x['F5'] == 'D',[0.323906],[1.968518]]],[lambda x: x['F2'] > 0.36606655616845607,[1.774866],[0.303854]]]
344;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_01000_1_80_4_partition_4', 'test-file': 'test/generated_dataset_01000_1_80_4_partition_4', 'core-file': 'generated_dataset_01000_1_80_4'};6.117;[lambda x: x['F0'] > 0.7490689414875606,[lambda x: x["F3"],[lambda x: x['F2'] > 0.36606655616845607,[0.533839],[lambda x: x['F1'] > 0.4586711228178784,[3.964185],[1.253842]]],[lambda x: x['F5'] == 'D',[0.338366],[1.956133]]],[lambda x: x['F2'] > 0.36606655616845607,[1.724166],[lambda x: x['F2'] > 0.9464982402071356,[0.199372],[2.626884]]]]
345;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_02000_1_10_0_partition_0', 'test-file': 'test/generated_dataset_02000_1_10_0_partition_0', 'core-file': 'generated_dataset_02000_1_10_0'};8.751;[lambda x: x['F2'] > 0.8425963841387425,[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.7502],[2.069361]],[lambda x: x['F5'] == 'D',[0.84712],[lambda x: x['F2'] > 0.1480600868830826,[0.478627],[3.082568]]]],[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.6428206894915016,[3.450933],[1.187922]],[0.760507]]]
346;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_02000_1_10_0_partition_1', 'test-file': 'test/generated_dataset_02000_1_10_0_partition_1', 'core-file': 'generated_dataset_02000_1_10_0'};8.976;[lambda x: x['F2'] > 0.8425963841387425,[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.750139],[2.126132]],[lambda x: x['F5'] == 'D',[0.836842],[lambda x: x['F2'] > 0.1480600868830826,[0.457228],[3.155704]]]],[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.6428206894915016,[3.517372],[1.129912]],[0.796635]]]
347;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_02000_1_10_0_partition_2', 'test-file': 'test/generated_dataset_02000_1_10_0_partition_2', 'core-file': 'generated_dataset_02000_1_10_0'};8.684;[lambda x: x['F2'] > 0.8425963841387425,[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.747006],[2.123028]],[lambda x: x['F5'] == 'D',[0.832904],[lambda x: x['F2'] > 0.1480600868830826,[0.546095],[3.040856]]]],[lambda x: x['F0'] > 0.6428206894915016,[lambda x: x['F4'] == 'X',[3.799194],[0.68138]],[1.06227]]]
348;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_02000_1_10_0_partition_3', 'test-file': 'test/generated_dataset_02000_1_10_0_partition_3', 'core-file': 'generated_dataset_02000_1_10_0'};8.881;[lambda x: x['F2'] > 0.8425963841387425,[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[0.738492],[2.074181]],[lambda x: x['F5'] == 'D',[0.863447],[lambda x: x['F2'] > 0.1480600868830826,[0.470297],[2.918021]]]],[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.6428206894915016,[lambda x: x['F1'] > 0.5450673124565945,[7.970785],[2.427952]],[1.344193]],[0.771647]]]
349;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_02000_1_10_0_partition_4', 'test-file': 'test/generated_dataset_02000_1_10_0_partition_4', 'core-file': 'generated_dataset_02000_1_10_0'};9.105;[lambda x: x['F2'] > 0.8425963841387425,[lambda x: x["F3"],[lambda x: x['F0'] > 0.04806131063737523,[1.34373],[lambda x: x['F4'] == 'Z',[0.691787],[2.127814]]],[lambda x: x['F5'] == 'D',[0.859119],[lambda x: x['F2'] > 0.1480600868830826,[0.484986],[2.885384]]]],[lambda x: x['F0'] > 0.6428206894915016,[lambda x: x['F4'] == 'Z',[lambda x: x['F4'] == 'Y',[0.707311],[3.993083]],[lambda x: x['F1'] > 0.4532295885719489,[17.571546],[2.402319]]],[1.208144]]]
350;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_02000_1_10_1_partition_0', 'test-file': 'test/generated_dataset_02000_1_10_1_partition_0', 'core-file': 'generated_dataset_02000_1_10_1'};9.031;[lambda x: x['F0'] > 0.15146836418264664,[0.803976],[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[1.380855],[0.683635]],[lambda x: x['F5'] == 'A',[lambda x: x['F1'] > 0.5477456966431292,[0.772281],[2.220453]],[0.837389]]]]
351;{'mode': 'hyper', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'train/generated_dataset_02000_1_10_1_partition_1', 'test-file': 'test/generated_dataset_02000_1_10_1_partition_1', 'core-file': 'generated_dataset_02000_1_10_1'};8.951;[lambda x: x['F0'] > 0.15146836418264664,[0.805291],[lambda x: x["F3"],[lambda x: x['F4'] == 'Z',[lambda x: x['F5'] == 'E',[1.293221],[2.284876]],[0.691275]],[lambda x: x['F1'] > 0.5477456966431292,[lambda x: x['F5'] == 'E',[0.93341],[0.527342]],[lambda x: x['F5'] == 'A',[2.047026],[0.904849]]]]]
